EntrezID	Symbol	GeneLength
9074	CLDN6	1746
1366	CLDN7	4152
9073	CLDN8	2146
9080	CLDN9	2049
56650	CLDND1	9020
10462	CLEC10A	2467
6320	CLEC11A	1619
160364	CLEC12A	4042
387837	CLEC12B	4772
161198	CLEC14A	2726
23274	CLEC16A	13609
388512	CLEC17A	2250
348174	CLEC18A	9759
497190	CLEC18B	4304
283971	CLEC18C	4411
51267	CLEC1A	3601
51266	CLEC1B	4258
387836	CLEC2A	1220
9976	CLEC2B	5807
154790	CLEC2L	2503
10143	CLEC3A	3007
170482	CLEC4C	2186
338339	CLEC4D	2572
26253	CLEC4E	2941
165530	CLEC4F	2474
339390	CLEC4G	1526
440508	CLEC4GP1	2615
10332	CLEC4M	4086
23601	CLEC5A	4184
93978	CLEC6A	1886
64581	CLEC7A	4391
283420	CLEC9A	2955
160365	CLECL1	2299
1047	CLGN	3739
1192	CLIC1	2576
1193	CLIC2	9252
9022	CLIC3	1295
25932	CLIC4	7575
53405	CLIC5	9931
54102	CLIC6	5093
9685	CLINT1	7373
6249	CLIP1	15147
7461	CLIP2	7340
25999	CLIP3	3676
79745	CLIP4	12905
1196	CLK2	5960
1197	CLK2P	1836
1198	CLK3	13126
57396	CLK4	10626
574028	CLLU1	11726
574016	CLLU1OS	686
79789	CLMN	16059
1201	CLN3	7247
1203	CLN5	6367
2055	CLN8	8454
116449	CLNK	3383
1207	CLNS1A	5593
9575	CLOCK	11442
10978	CLP1	6190
81570	CLPB	4254
8192	CLPP	2265
1208	CLPS	1924
1209	CLPTM1	4819
81037	CLPTM1L	9771
10845	CLPX	4310
7401	CLRN1	3444
645104	CLRN2	823
119467	CLRN3	2023
63967	CLSPN	10146
22883	CLSTN1	8252
64084	CLSTN2	5613
9746	CLSTN3	9108
1211	CLTA	3431
1212	CLTB	2940
1213	CLTC	12842
8218	CLTCL1	10440
1191	CLU	7097
27098	CLUL1	4611
157807	CLVS1	8280
134829	CLVS2	2667
171425	CLYBL	10177
1215	CMA1	936
55907	CMAS	5782
134147	CMBL	5608
152100	CMC1	11056
80790	CMIP	11633
1240	CMKLR1	5688
51727	CMPK1	4867
129607	CMPK2	6263
146225	CMTM2	1173
123920	CMTM3	5019
146223	CMTM4	8125
116173	CMTM5	2914
54918	CMTM6	4033
112616	CMTM7	11757
152189	CMTM8	2225
202333	CMYA5	15254
150384	CN5H6.4	1583
168975	CNBD1	2266
7555	CNBP	4201
84735	CNDP1	5686
55748	CNDP2	13618
84518	CNFN	617
1259	CNGA1	4929
1260	CNGA2	3330
1261	CNGA3	4959
1262	CNGA4	4827
1258	CNGB1	8805
54714	CNGB3	5288
10175	CNIH	5103
254263	CNIH2	3375
149111	CNIH3	14421
29097	CNIH4	6175
10256	CNKSR1	4148
22866	CNKSR2	7833
154043	CNKSR3	4060
1264	CNN1	2947
1265	CNN2	3591
1266	CNN3	3683
26507	CNNM1	7093
54805	CNNM2	7158
26505	CNNM3	6700
26504	CNNM4	5470
23019	CNOT1	12632
4848	CNOT2	15579
4849	CNOT3	7260
4850	CNOT4	6938
57472	CNOT6	8146
246175	CNOT6L	9283
729530	CNOT6LP1	959
29883	CNOT7	12215
9337	CNOT8	4039
1267	CNP	8976
285888	CNPY1	3650
245812	CNPY4	3799
1268	CNR1	10351
1269	CNR2	5638
25927	CNRIP1	8542
163882	CNST	6954
124817	CNTD1	3382
79935	CNTD2	2584
1271	CNTFR	4080
54875	CNTLN	13912
1272	CNTN1	8872
6900	CNTN2	10672
5067	CNTN3	6076
152330	CNTN4	8698
53942	CNTN5	10044
27255	CNTN6	9776
8506	CNTNAP1	6384
26047	CNTNAP2	10922
79937	CNTNAP3	7622
728577	CNTNAP3B	3549
85445	CNTNAP4	12634
129684	CNTNAP5	5450
116840	CNTROB	6898
23242	COBL	15539
22837	COBLL1	21700
1690	COCH	5566
22796	COG2	11524
83548	COG3	10165
25839	COG4	4862
10466	COG5	12788
57511	COG6	8937
91949	COG7	9127
8161	COIL	3253
317784	COILP1	2703
494447	COILP2	495
1300	COL10A1	3436
1301	COL11A1	8598
1302	COL11A2	6953
1303	COL12A1	12722
1305	COL13A1	6495
7373	COL14A1	12277
1306	COL15A1	6922
1307	COL16A1	12351
1308	COL17A1	8241
80781	COL18A1	9680
1310	COL19A1	13829
1277	COL1A1	9269
1278	COL1A2	12077
57642	COL20A1	10974
81578	COL21A1	8091
169044	COL22A1	8135
91522	COL23A1	4714
255631	COL24A1	6860
84570	COL25A1	7176
85301	COL27A1	19935
340267	COL28A1	7393
1280	COL2A1	8235
1281	COL3A1	13166
1282	COL4A1	8177
1284	COL4A2	10890
1285	COL4A3	9205
10087	COL4A3BP	8823
1286	COL4A4	11061
1287	COL4A5	12528
1288	COL4A6	9769
1289	COL5A1	13469
1290	COL5A2	7469
50509	COL5A3	6996
1291	COL6A1	5202
1292	COL6A2	10851
1293	COL6A3	20650
344875	COL6A4P1	3611
646300	COL6A4P2	9529
256076	COL6A5	9383
131873	COL6A6	8756
1296	COL8A2	4452
1297	COL9A1	6145
1298	COL9A2	5312
1299	COL9A3	6551
10584	COLEC10	2124
78989	COLEC11	2825
81035	COLEC12	5582
51397	COMMD10	4395
51122	COMMD2	4884
54939	COMMD4	5855
170622	COMMD6	4096
149951	COMMD7	3325
54951	COMMD8	2140
29099	COMMD9	4552
1311	COMP	3549
1312	COMT	8261
118881	COMTD1	2145
1314	COPA	14544
9276	COPB2	11557
9318	COPS2	6546
8533	COPS3	2996
51138	COPS4	3818
10980	COPS6	2989
50813	COPS7A	3747
64708	COPS7B	9597
10920	COPS8	6926
22818	COPZ1	4510
51226	COPZ2	5409
93058	COQ10A	3409
80219	COQ10B	4722
27235	COQ2	6370
84274	COQ5	2040
51004	COQ6	6215
10229	COQ7	7051
57017	COQ9	8752
11151	CORO1A	6014
23603	CORO1C	8975
7464	CORO2A	8451
10391	CORO2B	7915
84940	CORO6	4295
23406	COTL1	9315
1352	COX10	3896
1353	COX11	12516
140468	COX11P1	749
1355	COX15	11324
81993	COX17P1	409
285521	COX18	4635
1327	COX4I1	6136
122867	COX4I1P1	624
84701	COX4I2	1919
9377	COX5A	1760
9385	COX5AP1	568
319087	COX5AP2	302
1329	COX5B	2574
285849	COX6A1P2	569
1339	COX6A2	541
1340	COX6B1	863
100289662	COX6B1P5	525
125965	COX6B2	3216
1345	COX6C	8227
9384	COX6CP1	481
1346	COX7A1	1041
1347	COX7A2	2769
9167	COX7A2L	9711
1348	COX7A2P2	206
1349	COX7B	3150
170712	COX7B2	784
114657	COX7BP1	648
1350	COX7C	2001
9386	COX7CP1	790
341947	COX8C	755
1356	CP	11723
1357	CPA1	3022
1358	CPA2	2130
1359	CPA3	1936
51200	CPA4	3981
93979	CPA5	3079
57094	CPA6	2457
27151	CPAMD8	10705
1360	CPB1	5819
1361	CPB2	2214
1362	CPD	10303
1363	CPE	3350
64506	CPEB1	6565
132864	CPEB2	7177
22849	CPEB3	9207
80315	CPEB4	14747
10815	CPLX1	2616
10814	CPLX2	8315
339302	CPLX4	3501
1368	CPM	14100
1369	CPN1	2025
1370	CPN2	3028
221184	CPNE2	7772
8895	CPNE3	9232
131034	CPNE4	7269
57699	CPNE5	10812
9362	CPNE6	5994
27132	CPNE7	5036
144402	CPNE8	5447
151835	CPNE9	2880
130749	CPO	1213
1371	CPOX	3976
340451	CPP	932
55313	CPPED1	8064
1373	CPS1	11034
29894	CPSF1	6326
129099	CPSF1P1	3449
53981	CPSF2	8516
51692	CPSF3	5106
54973	CPSF3L	9985
10898	CPSF4	6623
642843	CPSF4L	1444
11052	CPSF6	10006
79869	CPSF7	9598
1374	CPT1A	6627
126129	CPT1C	6390
1376	CPT2	3756
54504	CPVL	3936
53336	CPXCR1	1633
119587	CPXM2	7059
1378	CR1	12297
1379	CR1L	2602
1380	CR2	7389
1381	CRABP1	892
1382	CRABP2	1425
8738	CRADD	2133
1384	CRAT	5250
23418	CRB1	15890
286204	CRB2	7591
92359	CRB3	3247
51185	CRBN	8323
54544	CRCT1	1512
1385	CREB1	12771
10488	CREB3	4055
90993	CREB3L1	4053
64764	CREB3L2	10023
84699	CREB3L3	2677
148327	CREB3L4	4570
9586	CREB5	14046
1387	CREBBP	20376
1389	CREBL2	4016
58487	CREBZF	7766
8804	CREG1	6286
200407	CREG2	7942
78987	CRELD1	6308
79174	CRELD2	5334
1390	CREM	8318
1392	CRH	2021
1393	CRHBP	2810
1395	CRHR2	3921
51232	CRIM1	7753
1397	CRIP2	3952
285464	CRIPAK	6169
9419	CRIPT	2139
167	CRISP1	2001
7180	CRISP2	3038
10321	CRISP3	2184
83690	CRISPLD1	4737
83716	CRISPLD2	8562
1398	CRK	4692
1399	CRKL	6314
9244	CRLF1	3707
51379	CRLF3	5153
54675	CRLS1	9662
1400	CRMP1	7457
643911	CRNDE	4814
51340	CRNKL1	4958
49860	CRNN	1909
9696	CROCC	11455
84809	CROCCP2	10988
114819	CROCCP3	12316
54677	CROT	6302
1401	CRP	2018
441089	CRSP8P	1540
55118	CRTAC1	4540
56253	CRTAM	2675
10491	CRTAP	6965
23373	CRTC1	7991
64784	CRTC3	10747
1407	CRY1	5865
1408	CRY2	6805
1409	CRYAA	2937
1410	CRYAB	3851
1411	CRYBA1	801
1412	CRYBA2	1470
1413	CRYBA4	811
1414	CRYBB1	1218
1415	CRYBB2	912
1417	CRYBB3	867
131544	CRYBG3	12653
1418	CRYGA	783
1419	CRYGB	643
1420	CRYGC	629
1421	CRYGD	718
200575	CRYGEP	586
155051	CRYGN	3397
51084	CRYL1	3187
1428	CRYM	3742
1429	CRYZ	6252
51380	CSAD	9990
158511	CSAG1	1469
728461	CSAG2	1285
389903	CSAG3	1285
8531	CSDA	13851
440359	CSDAP1	1758
27254	CSDC2	3636
1434	CSE1L	6568
1435	CSF1	6284
1436	CSF1R	7395
1437	CSF2	785
1438	CSF2RA	5307
1439	CSF2RB	5065
1440	CSF3	2270
1441	CSF3R	9834
55790	CSGALNACT1	16467
55454	CSGALNACT2	11010
1445	CSK	4787
64478	CSMD1	20595
114784	CSMD2	19173
114788	CSMD3	21403
1446	CSN1S1	982
1447	CSN2	1069
1448	CSN3	840
1452	CSNK1A1	14720
122011	CSNK1A1L	2412
161635	CSNK1A1P1	3533
1453	CSNK1D	14994
1454	CSNK1E	18634
1455	CSNK1G2	5313
1456	CSNK1G3	4991
1457	CSNK2A1	10533
1459	CSNK2A2	7377
1464	CSPG4	8290
114758	CSPG4P1Y	795
84664	CSPG4P2Y	795
114817	CSPG4P5	8555
10675	CSPG5	7525
79848	CSPP1	10593
64651	CSRNP1	3559
81566	CSRNP2	5454
80034	CSRNP3	12618
1465	CSRP1	10738
1466	CSRP2	7090
57325	CSRP2BP	6731
1467	CSRP2P	723
8048	CSRP3	2007
140880	CST11	566
1470	CST2	752
1471	CST3	3765
1473	CST5	1018
1474	CST6	2067
8530	CST7	2571
10047	CST8	923
128822	CST9	1689
128821	CST9L	960
1475	CSTA	1454
1476	CSTB	2518
1477	CSTF1	4490
1478	CSTF2	6913
23283	CSTF2T	4402
1479	CSTF3	5488
128817	CSTL1	1270
541466	CT45A1	1670
728911	CT45A2	1675
441519	CT45A3	1143
441520	CT45A4	1058
441521	CT45A5	1904
541465	CT45A6	1670
728096	CT47A1	1336
728036	CT47A10	624
255313	CT47A11	624
728090	CT47A2	1316
728082	CT47A3	624
728075	CT47A4	624
728072	CT47A5	624
728062	CT47A6	1294
653282	CT47A7	1294
728049	CT47A8	624
728042	CT47A9	624
643311	CT47B1	1330
196993	CT62	2857
246100	CTAG1A	991
1485	CTAG1B	991
30848	CTAG2	998
64693	CTAGE1	4321
220112	CTAGE3P	2257
100128553	CTAGE4	5030
4253	CTAGE5	11294
340307	CTAGE6P	2662
643854	CTAGE9	2606
1487	CTBP1	13160
1488	CTBP2	9328
352905	CTBP2P1	1513
10664	CTCF	4010
9150	CTDP1	5994
58190	CTDSP1	5201
10106	CTDSP2	6206
10217	CTDSPL	7825
51496	CTDSPL2	11165
1489	CTF1	1703
1490	CTGF	3780
653234	CTGLF10P	1406
653259	CTGLF11P	138
414224	CTGLF12P	2869
1491	CTH	3460
115908	CTHRC1	2181
1493	CTLA4	2026
1495	CTNNA1	13617
1498	CTNNA1P1	674
1496	CTNNA2	9798
29119	CTNNA3	6538
8727	CTNNAL1	4112
1499	CTNNB1	10268
56998	CTNNBIP1	4560
56259	CTNNBL1	5196
1501	CTNND2	7124
1497	CTNS	6993
56474	CTPS2	10705
9646	CTR9	6170
1504	CTRB1	3821
440387	CTRB2	2354
11330	CTRC	3665
5476	CTSA	6621
1508	CTSB	8583
1075	CTSC	8885
1509	CTSD	8320
1510	CTSE	3122
8722	CTSF	3337
1511	CTSG	1379
1512	CTSH	14091
1513	CTSK	3834
1514	CTSL1	5734
1515	CTSL2	8335
1519	CTSO	4451
1520	CTSS	4817
1521	CTSW	1815
1522	CTSZ	3093
2017	CTTN	9485
83992	CTTNBP2	10741
55917	CTTNBP2NL	9577
90353	CTU1	2123
348180	CTU2	4276
404217	CTXN1	1598
613212	CTXN3	2557
8029	CUBN	13742
404093	CUEDC1	7319
79004	CUEDC2	3845
8454	CUL1	14866
8453	CUL2	7978
8452	CUL3	12452
8451	CUL4A	12114
8450	CUL4B	9707
8065	CUL5	8274
9820	CUL7	9005
23113	CUL9	15071
51596	CUTA	1878
1523	CUX1	9342
23316	CUX2	7229
51503	CWC15	3869
54883	CWC25	4177
10283	CWC27	5484
143884	CWF19L2	3707
80157	CWH43	3059
6376	CX3CL1	6857
1524	CX3CR1	3947
1525	CXADR	8500
646243	CXADRP2	4625
440224	CXADRP3	1613
2919	CXCL1	1617
3627	CXCL10	1220
6373	CXCL11	2147
6387	CXCL12	13279
10563	CXCL13	1875
9547	CXCL14	4265
58191	CXCL16	3246
284340	CXCL17	1189
2920	CXCL2	2097
2921	CXCL3	2213
6374	CXCL5	2537
4283	CXCL9	3030
3577	CXCR1	2581
3579	CXCR2	3496
3580	CXCR2P1	3147
2833	CXCR3	1968
7852	CXCR4	3807
643	CXCR5	3838
10663	CXCR6	3774
57007	CXCR7	6594
80231	CXORF21	2249
170063	CXORF22	3826
256643	CXORF23	9062
203414	CXORF24	3309
25763	CXORF27	501
645090	CXORF30	3307
79742	CXORF36	7387
159013	CXORF38	6137
91966	CXORF40A	5346
541578	CXORF40B	4029
54967	CXORF48	2556
100130361	CXORF49	1890
100132994	CXORF49B	1890
63932	CXORF56	2878
55086	CXORF57	4871
254158	CXORF58	1938
203413	CXORF61	548
100130613	CXORF64	1228
158830	CXORF65	1127
347487	CXORF66	1288
340602	CXORF67	1933
30827	CXXC1	4854
392459	CXXC1P1	2385
80319	CXXC4	6586
51523	CXXC5	4649
1534	CYB561	6095
284613	CYB561D1	5156
11068	CYB561D2	5296
1528	CYB5A	7625
100128621	CYB5AP2	322
80777	CYB5B	9870
124637	CYB5D1	4909
124936	CYB5D2	3996
51706	CYB5R1	5440
51700	CYB5R2	9987
1727	CYB5R3	7291
1535	CYBA	6457
220002	CYBASC3	6753
1536	CYBB	7619
79901	CYBRD1	5556
1537	CYC1	2572
54205	CYCS	5999
360166	CYCSP10	499
360182	CYCSP34	692
352852	CYCSP45	904
286550	CYCSP46	730
360155	CYCSP52	392
360159	CYCSP6	1939
23191	CYFIP1	14908
26999	CYFIP2	10219
114757	CYGB	6212
50626	CYHR1	9810
1538	CYLC1	2288
1539	CYLC2	2173
1540	CYLD	13949
643160	CYMP	2264
1583	CYP11A1	5352
1584	CYP11B1	5044
1585	CYP11B2	2936
1586	CYP17A1	3861
1588	CYP19A1	18549
1543	CYP1A1	3505
1544	CYP1A2	3447
1545	CYP1B1	7113
57404	CYP20A1	12182
1590	CYP21A1P	2728
1589	CYP21A2	2908
1591	CYP24A1	4783
1592	CYP26A1	3590
56603	CYP26B1	4862
340665	CYP26C1	4364
1593	CYP27A1	4081
1594	CYP27B1	4158
339761	CYP27C1	5206
1553	CYP2A13	1747
1548	CYP2A6	2572
1549	CYP2A7	2857
1550	CYP2A7P1	695
1555	CYP2B6	3446
1556	CYP2B7P1	4989
1558	CYP2C8	7731
1559	CYP2C9	5733
1571	CYP2E1	11089
1572	CYP2F1	2875
171427	CYP2F1P	1336
83757	CYP2G2P	260
1573	CYP2J2	3853
120227	CYP2R1	3816
29785	CYP2S1	3571
171523	CYP2T2P	3083
163007	CYP2T3P	274
113612	CYP2U1	6175
54905	CYP2W1	3538
51302	CYP39A1	5683
64816	CYP3A43	3081
1577	CYP3A5	8489
10858	CYP46A1	9812
1579	CYP4A11	3996
284541	CYP4A22	3395
1580	CYP4B1	4326
57834	CYP4F11	5041
66002	CYP4F12	5502
8529	CYP4F2	3082
126410	CYP4F22	2639
388514	CYP4F24P	2981
4051	CYP4F3	5952
11283	CYP4F8	7838
260293	CYP4X1	4993
199974	CYP4Z1	2197
163720	CYP4Z2P	2133
1595	CYP51A1	8244
83528	CYP51P1	450
83530	CYP51P2	365
1581	CYP7A1	2950
9420	CYP7B1	2913
1582	CYP8B1	4441
3491	CYR61	3234
192668	CYS1	4064
10800	CYSLTR1	6819
57105	CYSLTR2	3887
9267	CYTH1	9292
9266	CYTH2	9835
27128	CYTH4	6306
9595	CYTIP	4451
54360	CYTL1	1007
116159	CYYR1	4771
728294	D2HGDH	8852
23002	DAAM1	11090
23500	DAAM2	20343
1600	DAB1	9564
153090	DAB2IP	10905
1602	DACH1	6769
117154	DACH2	6897
51339	DACT1	6158
168002	DACT2	4223
147906	DACT3	5410
1603	DAD1	2215
1605	DAG1	6801
747	DAGLA	5761
26007	DAK	11453
55152	DALRD3	4866
199699	DAND5	2227
1610	DAO	2960
267012	DAOA	2294
1611	DAP	3949
7818	DAP3	8716
1612	DAPK1	16830
23604	DAPK2	8663
1613	DAPK3	3965
27071	DAPP1	5102
2532	DARC	3413
1615	DARS	4442
55157	DARS2	5125
1616	DAXX	4751
1617	DAZ1	4645
57055	DAZ2	4303
57054	DAZ3	3899
57135	DAZ4	4660
26528	DAZAP1	15136
9802	DAZAP2	4927
1618	DAZL	5130
1620	DBC1	4533
10926	DBF4	5490
80174	DBF4B	8322
1621	DBH	2940
1622	DBI	2653
1627	DBN1	4659
79007	DBNDD1	4946
28988	DBNL	5590
1628	DBP	7226
51163	DBR1	3022
1629	DBT	11540
120237	DBX1	1221
440097	DBX2	2805
79269	DCAF10	13357
25853	DCAF12	4411
139170	DCAF12L1	3390
340578	DCAF12L2	2772
25879	DCAF13	9493
90379	DCAF15	3459
80067	DCAF17	8511
26094	DCAF4	6259
285429	DCAF4L1	4771
138009	DCAF4L2	3353
8816	DCAF5	13224
55827	DCAF6	9488
10238	DCAF7	6932
139425	DCAF8L1	3456
347442	DCAF8L2	3013
79877	DCAKD	2802
285761	DCBLD1	7977
131566	DCBLD2	13234
1630	DCC	14350
117159	DCD	876
341019	DCDC1	14266
51473	DCDC2	7928
149069	DCDC2B	2357
8642	DCHS1	11015
54798	DCHS2	12532
9201	DCLK1	15947
166614	DCLK2	6692
85443	DCLK3	5426
9937	DCLRE1A	4974
64858	DCLRE1B	4019
64421	DCLRE1C	13860
1634	DCN	8976
55802	DCP1A	7652
196513	DCP1B	9259
167227	DCP2	11147
28960	DCPS	3774
149095	DCST1	3116
127579	DCST2	6088
1638	DCT	8073
1635	DCTD	5966
1639	DCTN1	10851
10540	DCTN2	9322
11258	DCTN3	4677
51164	DCTN4	7705
84516	DCTN5	13433
10671	DCTN6	3257
79077	DCTPP1	1582
54165	DCUN1D1	8342
55208	DCUN1D2	7308
23142	DCUN1D4	10415
84259	DCUN1D5	14724
1641	DCX	10198
51181	DCXR	2025
79016	DDA1	4931
23576	DDAH1	7695
23564	DDAH2	3292
1642	DDB1	9200
1643	DDB2	9929
1644	DDC	3332
80821	DDHD1	18828
23259	DDHD2	13255
414301	DDI1	2613
1649	DDIT3	1411
54541	DDIT4	2155
115265	DDIT4L	3778
23109	DDN	3851
1650	DDOST	10094
780	DDR1	10437
4921	DDR2	5483
65992	DDRGK1	5818
100037417	DDTL	5831
1653	DDX1	5884
1662	DDX10	8466
1663	DDX11	9906
100287102	DDX11L1	1689
100287029	DDX11L10	1689
727856	DDX11L16	1662
84771	DDX11L2	2386
100287596	DDX11L5	2580
100288486	DDX11L9	1689
10521	DDX17	13105
8886	DDX18	9151
319099	DDX18P1	834
646378	DDX18P5	510
11218	DDX20	5894
9188	DDX21	5362
9416	DDX23	6491
57062	DDX24	6969
29118	DDX25	4901
203522	DDX26B	9731
55661	DDX27	6667
55794	DDX28	2804
64794	DDX31	8355
1654	DDX3X	12963
8653	DDX3Y	6175
54514	DDX4	3861
51428	DDX41	5224
11325	DDX42	10352
55510	DDX43	3002
9879	DDX46	10549
54555	DDX49	3175
1655	DDX5	9014
79009	DDX50	4173
317781	DDX51	5807
11056	DDX52	10746
168400	DDX53	2876
79039	DDX54	5659
57696	DDX55	7682
54606	DDX56	5486
83479	DDX59	5074
1656	DDX6	8120
55601	DDX60	11267
91351	DDX60L	12161
10522	DEAF1	6449
50514	DEC1	4826
1666	DECR1	5292
9191	DEDD	4601
162989	DEDD2	3608
50619	DEF6	4471
54849	DEF8	7082
1667	DEFA1	1928
449493	DEFA10P	291
724068	DEFA11P	301
728358	DEFA1B	634
1668	DEFA3	1916
1669	DEFA4	619
1670	DEFA5	467
1671	DEFA6	471
724067	DEFA7P	285
449491	DEFA8P	285
449492	DEFA9P	285
1672	DEFB1	477
414325	DEFB103A	606
55894	DEFB103B	606
140596	DEFB104A	285
503618	DEFB104B	285
245908	DEFB105A	331
504180	DEFB105B	339
245909	DEFB106A	316
503841	DEFB106B	316
245910	DEFB107A	869
503614	DEFB107B	389
245911	DEFB108B	665
503694	DEFB108P1	177
503837	DEFB108P2	177
245912	DEFB109P1	189
641517	DEFB109P1B	604
245913	DEFB110	517
245915	DEFB112	342
245927	DEFB113	249
245928	DEFB114	253
245929	DEFB115	267
245930	DEFB116	309
245931	DEFB117	129
117285	DEFB118	1140
245932	DEFB119	2055
245934	DEFB121	635
245935	DEFB122	490
245936	DEFB123	533
245937	DEFB124	544
245938	DEFB125	1290
81623	DEFB126	655
140850	DEFB127	517
245939	DEFB128	381
140881	DEFB129	698
245940	DEFB130	240
644414	DEFB131	213
400830	DEFB132	2130
403339	DEFB133	125
613211	DEFB134	323
613209	DEFB135	234
613210	DEFB136	237
1673	DEFB4A	414
170949	DEFT1P	496
8560	DEGS1	5544
123099	DEGS2	3442
7913	DEK	6094
57706	DENND1A	13459
163486	DENND1B	15710
79958	DENND1C	6363
27147	DENND2A	6410
79961	DENND2D	12266
22898	DENND3	15203
10260	DENND4A	12769
9909	DENND4B	11148
55667	DENND4C	13135
23258	DENND5A	12657
160518	DENND5B	11736
8562	DENR	4805
55635	DEPDC1	5903
55789	DEPDC1B	6922
120863	DEPDC4	2718
9681	DEPDC5	10050
91614	DEPDC7	3390
51071	DERA	3976
79139	DERL1	7075
51009	DERL2	7837
91319	DERL3	3874
1674	DES	4207
28955	DEXI	2437
1676	DFFA	7317
1677	DFFB	4665
1687	DFNA5	11161
25861	DFNB31	7696
494513	DFNB59	4385
8694	DGAT1	4633
84649	DGAT2	9589
347516	DGAT2L6	1711
26222	DGCR10	1313
8220	DGCR14	7319
26220	DGCR5	15617
8214	DGCR6	3558
85359	DGCR6L	3807
54487	DGCR8	6216
25787	DGCR9	2637
1606	DGKA	12521
1607	DGKB	9390
8527	DGKD	11183
8526	DGKE	11797
1608	DGKG	12877
160851	DGKH	15946
9162	DGKI	11381
139189	DGKK	4894
1609	DGKQ	8561
8525	DGKZ	11530
1716	DGUOK	3873
1718	DHCR24	6354
1717	DHCR7	5556
79947	DHDDS	6803
27294	DHDH	1094
1719	DHFR	4751
200895	DHFRL1	4773
573971	DHFRP1	3521
729816	DHFRP2	579
50846	DHH	2340
1723	DHODH	6239
1725	DHPS	3263
115817	DHRS1	5156
79154	DHRS11	6141
79758	DHRS12	3841
10202	DHRS2	7915
9249	DHRS3	7351
10901	DHRS4	3713
728635	DHRS4L1	3272
317749	DHRS4L2	5730
51635	DHRS7	4038
25979	DHRS7B	5255
201140	DHRS7C	1241
10170	DHRS9	3921
1665	DHX15	13510
8449	DHX16	5001
54505	DHX29	6263
22907	DHX30	9778
55760	DHX32	7311
56919	DHX33	6480
9704	DHX34	7482
60625	DHX35	6926
170506	DHX36	12014
57647	DHX37	6627
9785	DHX38	8919
79665	DHX40	7734
90957	DHX57	9600
79132	DHX58	4197
1659	DHX8	12486
1661	DHX9P1	793
1729	DIAPH1	9991
81624	DIAPH3	8248
23405	DICER1	11830
11083	DIDO1	17435
1733	DIO1	2309
1734	DIO2	8041
1735	DIO3	2102
64150	DIO3OS	6580
23181	DIP2A	18574
57609	DIP2B	14677
22982	DIP2C	18528
54769	DIRAS2	5108
9077	DIRAS3	3019
116093	DIRC1	1580
84925	DIRC2	3947
729582	DIRC3	5602
22894	DIS3	10576
115752	DIS3L	7373
129563	DIS3L2	14423
27184	DISC2	3892
84976	DISP1	7889
85455	DISP2	5817
85458	DIXDC1	9283
283218	DKFZP434E1119	3660
26077	DKFZP434H168	1908
54553	DKFZP434I0714	3151
93429	DKFZP434J0226	5911
26070	DKFZP434K028	2881
26082	DKFZP434L187	8116
222029	DKFZP434L192	4167
400169	DKFZP451A211	3654
401282	DKFZP451B082	5198
94023	DKFZP566F0947	531
399716	DKFZP667F0711	2455
401613	DKFZP686D0853	4758
401287	DKFZP686L13185	4675
401014	DKFZP686O1327	7564
643162	DKFZP779L1853	3700
374387	DKFZP779M0652	649
22943	DKK1	3108
27123	DKK2	4389
27122	DKK3	9884
27121	DKK4	1938
27120	DKKL1	1477
1737	DLAT	4830
10395	DLC1	12701
1738	DLD	5339
9940	DLEC1	9123
10301	DLEU1	12550
8847	DLEU2	9996
79469	DLEU2L	3554
220107	DLEU7	4307
1739	DLG1	16418
1740	DLG2	16832
1741	DLG3	8804
1742	DLG4	7788
9231	DLG5	12003
9229	DLGAP1	11632
9228	DLGAP2	11030
58512	DLGAP3	8418
22839	DLGAP4	10804
9787	DLGAP5	4548
8788	DLK1	5111
65989	DLK2	3073
28514	DLL1	9255
10683	DLL3	3300
54567	DLL4	4760
1743	DLST	6697
1744	DLSTP1	527
1745	DLX1	4595
1746	DLX2	3467
1747	DLX3	2701
1748	DLX4	3646
1749	DLX5	3144
1750	DLX6	3331
55929	DMAP1	6299
1755	DMBT1	8872
127343	DMBX1	2867
11144	DMC1	3518
1756	DMD	20582
29958	DMGDH	6036
93099	DMKN	8782
1758	DMP1	2693
1761	DMRT1	3492
10655	DMRT2	3471
58524	DMRT3	3044
63951	DMRTA1	2321
63950	DMRTA2	3228
63948	DMRTB1	2530
63946	DMRTC2	3332
9988	DMTF1	16267
1657	DMXL1	14820
23312	DMXL2	16484
1763	DNA2	5975
25981	DNAH1	15421
196385	DNAH10	16029
8701	DNAH11	20033
201625	DNAH12	11612
8632	DNAH17	16191
146754	DNAH2	19188
55567	DNAH3	15031
1767	DNAH5	17175
1768	DNAH6	15096
56171	DNAH7	20687
1769	DNAH8	16554
1770	DNAH9	18192
27019	DNAI1	10929
64446	DNAI2	3159
3301	DNAJA1	3436
10294	DNAJA2	4492
9093	DNAJA3	6166
55466	DNAJA4	7399
3337	DNAJB1	5073
51726	DNAJB11	6513
54788	DNAJB12	7739
374407	DNAJB13	3498
79982	DNAJB14	13980
171221	DNAJB1P1	1787
3300	DNAJB2	6206
414061	DNAJB3	1271
11080	DNAJB4	4516
25822	DNAJB5	3241
10049	DNAJB6	17970
150353	DNAJB7	2578
165721	DNAJB8	3657
4189	DNAJB9	3165
64215	DNAJC1	5405
54431	DNAJC10	8829
55735	DNAJC11	7887
56521	DNAJC12	2698
23317	DNAJC13	10198
